"","Country_Region","Confirmed","Deaths","Recovered","Date"
"31452","Burkina Faso",780,51,595,"05-15-2020"
"31475","Burundi",15,1,7,"05-15-2020"
"31505","Cameroon",3105,140,1567,"05-15-2020"
"31516","Central African Republic",301,0,13,"05-15-2020"
"31525","Chad",428,48,88,"05-15-2020"
"31554","Comoros",11,1,3,"05-15-2020"
"31567","Congo (Brazzaville)",391,15,87,"05-15-2020"
"31577","Congo (Kinshasa)",1298,50,212,"05-15-2020"
"31594","Cote d'Ivoire",2017,24,942,"05-15-2020"
"31666","Djibouti",1309,4,935,"05-15-2020"
"31704","Egypt",11228,592,2799,"05-15-2020"
"31725","Equatorial Guinea",594,7,22,"05-15-2020"
"31735","Eritrea",39,0,39,"05-15-2020"
"31752","Eswatini",190,2,66,"05-15-2020"
"31765","Ethiopia",287,5,112,"05-15-2020"
"31803","Gabon",1209,10,219,"05-15-2020"
"31812","Gambia",23,1,10,"05-15-2020"
"31832","Ghana",5638,28,1460,"05-15-2020"
"31875","Guinea",2473,15,895,"05-15-2020"
"31882","Guinea-Bissau",913,3,26,"05-15-2020"
"32052","Kenya",781,45,284,"05-15-2020"
"32133","Lesotho",1,0,0,"05-15-2020"
"32142","Liberia",219,20,108,"05-15-2020"
"32154","Libya",64,3,28,"05-15-2020"
"32206","Madagascar",238,0,112,"05-15-2020"
"32212","Malawi",63,3,24,"05-15-2020"
"3224","Mali",806,46,455,"05-15-2020"
"3226","Mauritania",29,3,7,"05-15-2020"
"32273","Mauritius",332,10,322,"05-15-2020"
"32332","Morocco",6652,190,3400,"05-15-2020"
"32344","Mozambique",119,0,42,"05-15-2020"
"32351","Namibia",16,0,13,"05-15-2020"
"3240","Niger",885,51,684,"05-15-2020"
"3241","Nigeria",5450,171,1320,"05-15-2020"
"32563","Rwanda",287,0,177,"05-15-2020"
"3261","Sao Tome and Principe",235,7,4,"05-15-2020"
"3263","Senegal",2310,25,890,"05-15-2020"
"32651","Seychelles",11,0,10,"05-15-2020"
"32662","Sierra Leone",447,27,97,"05-15-2020"
"32701","Somalia",1284,53,135,"05-15-2020"
"3271","South Africa",13524,247,6083,"05-15-2020"
"3272","South Sudan",236,4,4,"05-15-2020"
"3274","Sudan",1964,91,205,"05-15-2020"
"32813","Tanzania",509,21,183,"05-15-2020"
"32844","Togo",263,11,96,"05-15-2020"
"32864","Tunisia",1035,45,802,"05-15-2020"
"32882","Uganda",203,0,63,"05-15-2020"
"32974","Western Sahara",6,0,6,"05-15-2020"
"32993","Zambia",654,7,124,"05-15-2020"
"33005","Zimbabwe",42,4,13,"05-15-2020"
"31264","Algeria",6821,542,3409,"05-16-2020"
"31285","Angola",48,2,17,"05-16-2020"
"31417","Benin",339,2,83,"05-16-2020"
"31453","Botswana",24,1,17,"05-16-2020"
"31497","Burkina Faso",782,51,604,"05-16-2020"
"31517","Burundi",15,1,7,"05-16-2020"
"31544","Cameroon",3105,140,1567,"05-16-2020"
"31555","Central African Republic",327,0,13,"05-16-2020"
"31568","Chad",474,50,111,"05-16-2020"
"31595","Comoros",11,1,3,"05-16-2020"
"31606","Congo (Brazzaville)",391,15,87,"05-16-2020"
"31613","Congo (Kinshasa)",1455,61,270,"05-16-2020"
"31638","Cote d'Ivoire",2061,25,987,"05-16-2020"
"31705","Djibouti",1331,4,950,"05-16-2020"
"31746","Egypt",11719,612,2950,"05-16-2020"
"31766","Equatorial Guinea",594,7,22,"05-16-2020"
"31773","Eritrea",39,0,39,"05-16-2020"
"31793","Eswatini",202,2,72,"05-16-2020"
"31804","Ethiopia",306,5,113,"05-16-2020"
"31841","Gabon",1320,11,244,"05-16-2020"
"31855","Gambia",23,1,12,"05-16-2020"
"31876","Ghana",5735,29,1754,"05-16-2020"
"31911","Guinea",2658,16,1133,"05-16-2020"
"31925","Guinea-Bissau",969,4,26,"05-16-2020"
"32094","Kenya",830,50,301,"05-16-2020"
"3217","Lesotho",1,0,0,"05-16-2020"
"32186","Liberia",223,20,116,"05-16-2020"
"3219","Libya",65,3,28,"05-16-2020"
"32241","Madagascar",283,0,114,"05-16-2020"
"32252","Malawi",65,3,24,"05-16-2020"
"32281","Mali",835,48,479,"05-16-2020"
"32301","Mauritania",40,4,7,"05-16-2020"
"32313","Mauritius",332,10,322,"05-16-2020"
"32371","Morocco",6741,192,3487,"05-16-2020"
"32381","Mozambique",129,0,43,"05-16-2020"
"32391","Namibia",16,0,13,"05-16-2020"
"3244","Niger",889,51,689,"05-16-2020"
"3245","Nigeria",5621,176,1472,"05-16-2020"
"32603","Rwanda",289,0,178,"05-16-2020"
"32652","Sao Tome and Principe",235,7,4,"05-16-2020"
"3267","Senegal",2429,25,949,"05-16-2020"
"32693","Seychelles",11,0,10,"05-16-2020"
"32702","Sierra Leone",462,29,106,"05-16-2020"
"32741","Somalia",1357,55,148,"05-16-2020"
"32754","South Africa",14355,261,6478,"05-16-2020"
"32763","South Sudan",236,4,4,"05-16-2020"
"32782","Sudan",2289,97,222,"05-16-2020"
"32853","Tanzania",509,21,183,"05-16-2020"
"32883","Togo",298,11,99,"05-16-2020"
"32901","Tunisia",1037,45,807,"05-16-2020"
"32923","Uganda",227,0,63,"05-16-2020"
"33014","Western Sahara",6,0,6,"05-16-2020"
"33035","Zambia",679,7,183,"05-16-2020"
"33041","Zimbabwe",42,4,13,"05-16-2020"
"31294","Algeria",7019,548,3507,"05-17-2020"
"31315","Angola",48,2,17,"05-17-2020"
"31444","Benin",339,2,83,"05-17-2020"
"31487","Botswana",25,1,17,"05-17-2020"
"31526","Burkina Faso",796,51,644,"05-17-2020"
"31545","Burundi",23,1,15,"05-17-2020"
"31578","Cameroon",3105,140,1567,"05-17-2020"
"31585","Central African Republic",327,0,13,"05-17-2020"
"31596","Chad",503,53,117,"05-17-2020"
"31628","Comoros",11,1,3,"05-17-2020"
"31639","Congo (Brazzaville)",391,15,87,"05-17-2020"
"31645","Congo (Kinshasa)",1455,61,270,"05-17-2020"
"31667","Cote d'Ivoire",2109,27,1004,"05-17-2020"
"31736","Djibouti",1401,4,972,"05-17-2020"
"31774","Egypt",12229,630,3172,"05-17-2020"
"31794","Equatorial Guinea",594,7,22,"05-17-2020"
"31805","Eritrea",39,0,39,"05-17-2020"
"31823","Eswatini",203,2,73,"05-17-2020"
"31833","Ethiopia",317,5,113,"05-17-2020"
"31877","Gabon",1320,11,244,"05-17-2020"
"31883","Gambia",23,1,12,"05-17-2020"
"31903","Ghana",5735,29,1754,"05-17-2020"
"31946","Guinea",2658,16,1133,"05-17-2020"
"31953","Guinea-Bissau",990,4,26,"05-17-2020"
"3212","Kenya",887,50,313,"05-17-2020"
"32207","Lesotho",1,0,0,"05-17-2020"
"32213","Liberia",226,21,120,"05-17-2020"
"32223","Libya",65,3,35,"05-17-2020"
"32274","Madagascar",304,1,114,"05-17-2020"
"32282","Malawi",70,3,27,"05-17-2020"
"32314","Mali",860,52,494,"05-17-2020"
"32333","Mauritania",62,4,7,"05-17-2020"
"32345","Mauritius",332,10,322,"05-17-2020"
"32401","Morocco",6870,192,3660,"05-17-2020"
"32411","Mozambique",137,0,44,"05-17-2020"
"3242","Namibia",16,0,13,"05-17-2020"
"3247","Niger",904,54,698,"05-17-2020"
"3248","Nigeria",5959,182,1594,"05-17-2020"
"32631","Rwanda",292,0,197,"05-17-2020"
"32683","Sao Tome and Principe",235,7,4,"05-17-2020"
"32703","Senegal",2480,25,973,"05-17-2020"
"32721","Seychelles",11,0,10,"05-17-2020"
"3273","Sierra Leone",505,32,141,"05-17-2020"
"32771","Somalia",1421,56,152,"05-17-2020"
"32783","South Africa",15515,264,7006,"05-17-2020"
"32795","South Sudan",290,4,4,"05-17-2020"
"32814","Sudan",2289,97,222,"05-17-2020"
"32884","Tanzania",509,21,183,"05-17-2020"
"32915","Togo",301,11,104,"05-17-2020"
"32934","Tunisia",1037,45,816,"05-17-2020"
"32952","Uganda",227,0,63,"05-17-2020"
"33042","Western Sahara",6,0,6,"05-17-2020"
"33061","Zambia",753,7,188,"05-17-2020"
"33075","Zimbabwe",44,4,17,"05-17-2020"
"31303","Algeria",7201,555,3625,"05-18-2020"
"31325","Angola",50,3,17,"05-18-2020"
"31454","Benin",339,2,83,"05-18-2020"
"31498","Botswana",25,1,17,"05-18-2020"
"31537","Burkina Faso",796,51,652,"05-18-2020"
"31556","Burundi",42,1,20,"05-18-2020"
"31586","Cameroon",3529,140,1567,"05-18-2020"
"31597","Central African Republic",327,0,13,"05-18-2020"
"31607","Chad",519,53,117,"05-18-2020"
"316310","Comoros",11,1,3,"05-18-2020"
"31646","Congo (Brazzaville)",412,15,110,"05-18-2020"
"31655","Congo (Kinshasa)",1538,61,272,"05-18-2020"
"31675","Cote d'Ivoire",2119,28,1040,"05-18-2020"
"31747","Djibouti",1518,7,1018,"05-18-2020"
"31785","Egypt",12764,645,3440,"05-18-2020"
"31806","Equatorial Guinea",719,7,22,"05-18-2020"
"31813","Eritrea",39,0,39,"05-18-2020"
"31834","Eswatini",205,2,78,"05-18-2020"
"31842","Ethiopia",352,5,116,"05-18-2020"
"31884","Gabon",1432,11,301,"05-18-2020"
"31894","Gambia",24,1,13,"05-18-2020"
"31912","Ghana",5735,29,1754,"05-18-2020"
"31954","Guinea",2796,16,1263,"05-18-2020"
"31963","Guinea-Bissau",1032,4,38,"05-18-2020"
"32134","Kenya",912,50,336,"05-18-2020"
"32214","Lesotho",1,0,0,"05-18-2020"
"32224","Liberia",229,22,123,"05-18-2020"
"32233","Libya",65,3,35,"05-18-2020"
"32283","Madagascar",322,1,119,"05-18-2020"
"32293","Malawi",70,3,27,"05-18-2020"
"32321","Mali",874,52,512,"05-18-2020"
"32346","Mauritania",81,4,7,"05-18-2020"
"32352","Mauritius",332,10,322,"05-18-2020"
"32412","Morocco",6952,192,3758,"05-18-2020"
"32421","Mozambique",145,0,44,"05-18-2020"
"3243","Namibia",16,0,13,"05-18-2020"
"32481","Niger",909,55,714,"05-18-2020"
"3249","Nigeria",6175,191,1644,"05-18-2020"
"32642","Rwanda",297,0,203,"05-18-2020"
"32694","Sao Tome and Principe",246,7,4,"05-18-2020"
"32711","Senegal",2544,26,1076,"05-18-2020"
"32731","Seychelles",11,0,11,"05-18-2020"
"32742","Sierra Leone",519,33,148,"05-18-2020"
"32784","Somalia",1455,57,163,"05-18-2020"
"32796","South Africa",16433,286,7298,"05-18-2020"
"32806","South Sudan",290,4,4,"05-18-2020"
"32823","Sudan",2591,105,247,"05-18-2020"
"32891","Tanzania",509,21,183,"05-18-2020"
"32924","Togo",330,12,106,"05-18-2020"
"32944","Tunisia",1043,46,819,"05-18-2020"
"32962","Uganda",248,0,63,"05-18-2020"
"33053","Western Sahara",6,0,6,"05-18-2020"
"33076","Zambia",761,7,192,"05-18-2020"
"33085","Zimbabwe",46,4,18,"05-18-2020"
"31362","Algeria",7377,561,3746,"05-19-2020"
"31383","Angola",52,3,17,"05-19-2020"
"31518","Benin",130,2,83,"05-19-2020"
"31557","Botswana",25,1,17,"05-19-2020"
"31598","Burkina Faso",796,51,652,"05-19-2020"
"31614","Burundi",42,1,20,"05-19-2020"
"31647","Cameroon",3529,140,1567,"05-19-2020"
"31656","Central African Republic",366,0,18,"05-19-2020"
"31668","Chad",545,56,139,"05-19-2020"
"31696","Comoros",11,1,3,"05-19-2020"
"31706","Congo (Brazzaville)",420,15,132,"05-19-2020"
"31716","Congo (Kinshasa)",1629,61,290,"05-19-2020"
"31737","Cote d'Ivoire",2153,28,1050,"05-19-2020"
"31807","Djibouti",1618,7,1033,"05-19-2020"
"31843","Egypt",13484,659,3742,"05-19-2020"
"31862","Equatorial Guinea",825,7,22,"05-19-2020"
"31878","Eritrea",39,0,39,"05-19-2020"
"31895","Eswatini",208,2,87,"05-19-2020"
"31904","Ethiopia",365,5,120,"05-19-2020"
"31947","Gabon",1502,12,318,"05-19-2020"
"31955","Gambia",24,1,13,"05-19-2020"
"31976","Ghana",6096,31,1773,"05-19-2020"
"32015","Guinea",2863,18,1525,"05-19-2020"
"32023","Guinea-Bissau",1038,6,42,"05-19-2020"
"32191","Kenya",963,50,358,"05-19-2020"
"32275","Lesotho",1,0,0,"05-19-2020"
"32284","Liberia",233,23,125,"05-19-2020"
"32294","Libya",68,3,35,"05-19-2020"
"32347","Madagascar",326,2,119,"05-19-2020"
"32353","Malawi",70,3,27,"05-19-2020"
"32382","Mali",901,53,529,"05-19-2020"
"32402","Mauritania",131,4,7,"05-19-2020"
"32413","Mauritius",332,10,322,"05-19-2020"
"32471","Morocco",7023,193,3901,"05-19-2020"
"32482","Mozambique",146,0,44,"05-19-2020"
"32491","Namibia",16,0,13,"05-19-2020"
"32543","Niger",914,55,734,"05-19-2020"
"32552","Nigeria",6401,192,1734,"05-19-2020"
"32704","Rwanda",308,0,209,"05-19-2020"
"32755","Sao Tome and Principe",251,8,4,"05-19-2020"
"32772","Senegal",2617,30,1133,"05-19-2020"
"32797","Seychelles",11,0,11,"05-19-2020"
"32807","Sierra Leone",534,33,167,"05-19-2020"
"32845","Somalia",1502,59,178,"05-19-2020"
"32854","South Africa",17200,312,7960,"05-19-2020"
"32865","South Sudan",290,4,4,"05-19-2020"
"32885","Sudan",2728,111,286,"05-19-2020"
"32953","Tanzania",509,21,183,"05-19-2020"
"32982","Togo",338,12,107,"05-19-2020"
"33006","Tunisia",1044,47,826,"05-19-2020"
"33024","Uganda",260,0,63,"05-19-2020"
"33115","Western Sahara",6,0,6,"05-19-2020"
"3313","Zambia",772,7,192,"05-19-2020"
"33143","Zimbabwe",46,4,18,"05-19-2020"
"32192","Algeria",7542,568,3968,"05-20-2020"
"32215","Angola",52,3,17,"05-20-2020"
"32348","Benin",130,2,57,"05-20-2020"
"32383","Botswana",25,1,17,"05-20-2020"
"32414","Burkina Faso",809,52,661,"05-20-2020"
"32431","Burundi",42,1,20,"05-20-2020"
"3246","Cameroon",3733,146,1595,"05-20-2020"
"32472","Central African Republic",418,0,18,"05-20-2020"
"32483","Chad",565,57,177,"05-20-2020"
"32501","Comoros",34,1,8,"05-20-2020"
"3251","Congo (Brazzaville)",420,15,132,"05-20-2020"
"3252","Congo (Kinshasa)",1731,61,302,"05-20-2020"
"32544","Cote d'Ivoire",2231,29,1083,"05-20-2020"
"32611","Djibouti",1828,9,1052,"05-20-2020"
"32653","Egypt",14229,680,3994,"05-20-2020"
"32671","Equatorial Guinea",890,7,22,"05-20-2020"
"32684","Eritrea",39,0,39,"05-20-2020"
"32705","Eswatini",217,2,97,"05-20-2020"
"32712","Ethiopia",389,5,122,"05-20-2020"
"32756","Gabon",1567,12,365,"05-20-2020"
"32764","Gambia",24,1,13,"05-20-2020"
"32785","Ghana",6269,31,1898,"05-20-2020"
"32824","Guinea",2863,18,1525,"05-20-2020"
"32832","Guinea-Bissau",1089,6,42,"05-20-2020"
"33007","Kenya",1029,50,366,"05-20-2020"
"33086","Lesotho",1,0,0,"05-20-2020"
"33092","Liberia",238,23,128,"05-20-2020"
"33104","Libya",69,3,35,"05-20-2020"
"33155","Madagascar",371,2,131,"05-20-2020"
"33165","Malawi",71,3,27,"05-20-2020"
"33194","Mali",931,55,543,"05-20-2020"
"33211","Mauritania",141,4,7,"05-20-2020"
"3322","Mauritius",332,10,322,"05-20-2020"
"33271","Morocco",7133,194,4098,"05-20-2020"
"33282","Mozambique",156,0,48,"05-20-2020"
"3329","Namibia",16,0,14,"05-20-2020"
"33341","Niger",920,58,738,"05-20-2020"
"33351","Nigeria",6677,200,1840,"05-20-2020"
"33505","Rwanda",314,0,216,"05-20-2020"
"33553","Sao Tome and Principe",251,8,4,"05-20-2020"
"33571","Senegal",2714,30,1186,"05-20-2020"
"33595","Seychelles",11,0,11,"05-20-2020"
"33607","Sierra Leone",570,34,205,"05-20-2020"
"33642","Somalia",1573,61,188,"05-20-2020"
"33653","South Africa",18003,339,8950,"05-20-2020"
"33664","South Sudan",290,4,4,"05-20-2020"
"33683","Sudan",2728,111,286,"05-20-2020"
"33752","Tanzania",509,21,183,"05-20-2020"
"33782","Togo",340,12,110,"05-20-2020"
"33802","Tunisia",1045,47,862,"05-20-2020"
"33823","Uganda",264,0,65,"05-20-2020"
"33913","Western Sahara",6,0,6,"05-20-2020"
"3393","Zambia",832,7,197,"05-20-2020"
"33944","Zimbabwe",48,4,18,"05-20-2020"
"32216","Algeria",7728,575,4062,"05-21-2020"
"32234","Angola",58,3,17,"05-21-2020"
"32362","Benin",135,3,61,"05-21-2020"
"32403","Botswana",29,1,19,"05-21-2020"
"32432","Burkina Faso",812,52,669,"05-21-2020"
"32451","Burundi",42,1,20,"05-21-2020"
"32484","Cameroon",4288,156,1808,"05-21-2020"
"32492","Central African Republic",436,0,18,"05-21-2020"
"32502","Chad",588,58,186,"05-21-2020"
"32521","Comoros",34,1,8,"05-21-2020"
"32531","Congo (Brazzaville)",469,16,137,"05-21-2020"
"32545","Congo (Kinshasa)",1835,61,303,"05-21-2020"
"32564","Cote d'Ivoire",2301,29,1100,"05-21-2020"
"32632","Djibouti",2047,10,1055,"05-21-2020"
"32672","Egypt",15003,696,4217,"05-21-2020"
"32695","Equatorial Guinea",903,10,22,"05-21-2020"
"32706","Eritrea",39,0,39,"05-21-2020"
"32722","Eswatini",220,2,112,"05-21-2020"
"32732","Ethiopia",399,5,123,"05-21-2020"
"32773","Gabon",1567,12,365,"05-21-2020"
"32786","Gambia",24,1,13,"05-21-2020"
"32808","Ghana",6269,31,1898,"05-21-2020"
"32846","Guinea",3067,18,1575,"05-21-2020"
"32855","Guinea-Bissau",1109,6,42,"05-21-2020"
"33025","Kenya",1109,50,375,"05-21-2020"
"33105","Lesotho",1,0,0,"05-21-2020"
"33116","Liberia",240,23,131,"05-21-2020"
"33122","Libya",71,3,35,"05-21-2020"
"33173","Madagascar",405,2,131,"05-21-2020"
"33181","Malawi",72,3,27,"05-21-2020"
"33212","Mali",947,60,558,"05-21-2020"
"33233","Mauritania",173,5,7,"05-21-2020"
"33243","Mauritius",332,10,322,"05-21-2020"
"33291","Morocco",7211,196,4280,"05-21-2020"
"3330","Mozambique",162,0,48,"05-21-2020"
"33311","Namibia",18,0,14,"05-21-2020"
"33361","Niger",924,60,753,"05-21-2020"
"33371","Nigeria",7016,211,1907,"05-21-2020"
"33522","Rwanda",320,0,217,"05-21-2020"
"33572","Sao Tome and Principe",251,8,4,"05-21-2020"
"33596","Senegal",2812,33,1251,"05-21-2020"
"33615","Seychelles",11,0,11,"05-21-2020"
"33621","Sierra Leone",585,35,205,"05-21-2020"
"33665","Somalia",1594,61,204,"05-21-2020"
"33673","South Africa",19137,369,8950,"05-21-2020"
"33684","South Sudan",481,4,4,"05-21-2020"
"33702","Sudan",3138,121,309,"05-21-2020"
"33772","Tanzania",509,21,183,"05-21-2020"
"33803","Togo",354,12,118,"05-21-2020"
"33824","Tunisia",1046,47,883,"05-21-2020"
"33843","Uganda",160,0,66,"05-21-2020"
"33931","Western Sahara",6,0,6,"05-21-2020"
"33953","Zambia",866,7,302,"05-21-2020"
"33962","Zimbabwe",51,4,18,"05-21-2020"
"32285","Algeria",7918,582,4256,"05-22-2020"
"32302","Angola",60,3,17,"05-22-2020"
"32433","Benin",135,3,61,"05-22-2020"
"32473","Botswana",30,1,19,"05-22-2020"
"32503","Burkina Faso",814,52,672,"05-22-2020"
"32522","Burundi",42,1,20,"05-22-2020"
"32553","Cameroon",4400,159,1822,"05-22-2020"
"32565","Central African Republic",479,0,18,"05-22-2020"
"32571","Chad",611,58,196,"05-22-2020"
"32591","Comoros",78,1,18,"05-22-2020"
"32604","Congo (Brazzaville)",469,16,137,"05-22-2020"
"32612","Congo (Kinshasa)",1945,63,312,"05-22-2020"
"32633","Cote d'Ivoire",2341,29,1146,"05-22-2020"
"32707","Djibouti",2270,10,1064,"05-22-2020"
"32743","Egypt",15786,707,4374,"05-22-2020"
"32765","Equatorial Guinea",960,11,165,"05-22-2020"
"32774","Eritrea",39,0,39,"05-22-2020"
"32798","Eswatini",225,2,119,"05-22-2020"
"32809","Ethiopia",433,5,128,"05-22-2020"
"32847","Gabon",1728,12,402,"05-22-2020"
"32856","Gambia",25,1,13,"05-22-2020"
"32876","Ghana",6486,31,1951,"05-22-2020"
"32916","Guinea",3067,19,1575,"05-22-2020"
"32925","Guinea-Bissau",1114,6,42,"05-22-2020"
"33093","Kenya",1161,50,380,"05-22-2020"
"33174","Lesotho",2,0,0,"05-22-2020"
"33182","Liberia",249,24,136,"05-22-2020"
"33195","Libya",72,3,38,"05-22-2020"
"33244","Madagascar",448,2,135,"05-22-2020"
"33251","Malawi",82,3,28,"05-22-2020"
"33283","Mali",969,62,560,"05-22-2020"
"33301","Mauritania",200,6,7,"05-22-2020"
"33312","Mauritius",332,10,322,"05-22-2020"
"33362","Morocco",7332,197,4377,"05-22-2020"
"33372","Mozambique",164,0,48,"05-22-2020"
"33382","Namibia",19,0,14,"05-22-2020"
"33432","Niger",937,60,764,"05-22-2020"
"3344","Nigeria",7261,221,2007,"05-22-2020"
"33597","Rwanda",321,0,222,"05-22-2020"
"33643","Sao Tome and Principe",251,8,4,"05-22-2020"
"33666","Senegal",2909,33,1311,"05-22-2020"
"33685","Seychelles",11,0,11,"05-22-2020"
"33692","Sierra Leone",606,38,230,"05-22-2020"
"33732","Somalia",1594,61,204,"05-22-2020"
"33742","South Africa",20125,397,10104,"05-22-2020"
"33753","South Sudan",563,6,6,"05-22-2020"
"33773","Sudan",3378,137,372,"05-22-2020"
"33844","Tanzania",509,21,183,"05-22-2020"
"33872","Togo",363,12,121,"05-22-2020"
"3389","Tunisia",1048,47,903,"05-22-2020"
"33914","Uganda",175,0,68,"05-22-2020"
"34004","Western Sahara",6,0,6,"05-22-2020"
"34022","Zambia",920,7,336,"05-22-2020"
"34035","Zimbabwe",51,4,18,"05-22-2020"
"32303","Algeria",8113,592,4426,"05-23-2020"
"32322","Angola",61,4,18,"05-23-2020"
"32452","Benin",135,3,61,"05-23-2020"
"32493","Botswana",30,1,19,"05-23-2020"
"32523","Burkina Faso",814,52,672,"05-23-2020"
"32546","Burundi",42,1,20,"05-23-2020"
"32572","Cameroon",4400,159,1822,"05-23-2020"
"3258","Central African Republic",552,1,18,"05-23-2020"
"32592","Chad",648,60,204,"05-23-2020"
"32613","Comoros",78,1,18,"05-23-2020"
"32622","Congo (Brazzaville)",487,16,147,"05-23-2020"
"32634","Congo (Kinshasa)",2025,63,312,"05-23-2020"
"32654","Cote d'Ivoire",2366,30,1188,"05-23-2020"
"32723","Djibouti",2270,10,1064,"05-23-2020"
"32766","Egypt",16513,735,4628,"05-23-2020"
"32787","Equatorial Guinea",960,11,165,"05-23-2020"
"32799","Eritrea",39,0,39,"05-23-2020"
"32815","Eswatini",238,2,119,"05-23-2020"
"32825","Ethiopia",494,5,151,"05-23-2020"
"32866","Gabon",1934,12,459,"05-23-2020"
"32877","Gambia",25,1,13,"05-23-2020"
"32892","Ghana",6617,31,1978,"05-23-2020"
"32935","Guinea",3176,20,1631,"05-23-2020"
"32945","Guinea-Bissau",1114,6,42,"05-23-2020"
"33117","Kenya",1192,50,380,"05-23-2020"
"33196","Lesotho",2,0,0,"05-23-2020"
"33202","Liberia",255,26,136,"05-23-2020"
"33213","Libya",75,3,39,"05-23-2020"
"3326","Madagascar",488,2,138,"05-23-2020"
"33272","Malawi",82,3,28,"05-23-2020"
"33302","Mali",1015,63,574,"05-23-2020"
"33322","Mauritania",227,6,7,"05-23-2020"
"33332","Mauritius",332,10,322,"05-23-2020"
"33383","Morocco",7406,198,4638,"05-23-2020"
"3339","Mozambique",168,0,48,"05-23-2020"
"33401","Namibia",20,0,14,"05-23-2020"
"33451","Niger",943,61,775,"05-23-2020"
"33462","Nigeria",7526,221,2174,"05-23-2020"
"33616","Rwanda",325,0,227,"05-23-2020"
"33667","Sao Tome and Principe",251,8,4,"05-23-2020"
"33686","Senegal",2976,34,1416,"05-23-2020"
"33703","Seychelles",11,0,11,"05-23-2020"
"33711","Sierra Leone",621,39,241,"05-23-2020"
"33754","Somalia",1594,61,204,"05-23-2020"
"33762","South Africa",21343,407,10104,"05-23-2020"
"33774","South Sudan",655,8,6,"05-23-2020"
"33793","Sudan",3628,146,424,"05-23-2020"
"33862","Tanzania",509,21,183,"05-23-2020"
"33891","Togo",373,12,133,"05-23-2020"
"33915","Tunisia",1048,48,914,"05-23-2020"
"33932","Uganda",198,0,68,"05-23-2020"
"34023","Western Sahara",6,0,6,"05-23-2020"
"34045","Zambia",920,7,336,"05-23-2020"
"34051","Zimbabwe",56,4,18,"05-23-2020"
"32349","Algeria",8306,600,4784,"05-24-2020"
"32363","Angola",69,4,18,"05-24-2020"
"32494","Benin",191,3,82,"05-24-2020"
"32532","Botswana",35,1,19,"05-24-2020"
"32566","Burkina Faso",814,52,672,"05-24-2020"
"32581","Burundi",42,1,20,"05-24-2020"
"32614","Cameroon",4890,165,1865,"05-24-2020"
"32623","Central African Republic",604,1,22,"05-24-2020"
"32635","Chad",675,60,215,"05-24-2020"
"32655","Comoros",87,1,21,"05-24-2020"
"32663","Congo (Brazzaville)",487,16,147,"05-24-2020"
"32673","Congo (Kinshasa)",2141,63,317,"05-24-2020"
"32696","Cote d'Ivoire",2376,30,1219,"05-24-2020"
"32767","Djibouti",2270,10,1064,"05-24-2020"
"328010","Egypt",17265,764,4807,"05-24-2020"
"32826","Equatorial Guinea",960,11,165,"05-24-2020"
"32833","Eritrea",39,0,39,"05-24-2020"
"32857","Eswatini",250,2,156,"05-24-2020"
"32867","Ethiopia",582,5,152,"05-24-2020"
"32902","Gabon",1934,12,459,"05-24-2020"
"32917","Gambia",25,1,13,"05-24-2020"
"32936","Ghana",6683,32,1998,"05-24-2020"
"32975","Guinea",3275,20,1673,"05-24-2020"
